district,longitude,latitude,num
田村,116.25219103776823,39.937200105126536,406.0
广渠门,116.44999773140428,39.89858424786754,1547.0
阜成门,116.35985816331106,39.92994068526141,417.0
三里河,116.34881349706586,39.92080116381472,234.0
赵公口,116.41792912300356,39.863051429465955,165.0
东小口,116.4025070140083,40.063353984930885,389.0
木樨园,116.41019381425717,39.8604255280667,145.0
雁栖,116.68410153713758,40.36486561947883,26.0
甜水园,116.48789724087023,39.93376586070979,78.0
交通大学,116.34895542933646,39.956614909873046,190.0
公益西桥,116.37625305273295,39.83715300408586,157.0
霍营,116.37501706879192,40.08475378497685,136.0
北新桥,116.44608650921384,39.97416289940782,209.0
马驹桥,116.59678624156773,39.77279270223152,214.0
东直门,116.49409285397257,39.92678148530636,1137.0
上地,116.30782022342352,40.04550666542843,320.0
中仓,116.66945017426985,39.908909783907355,665.0
古城,100.2324803392115,26.88316168400131,251.0
北京西站/西客站,116.3281027940417,39.900834634375826,350.0
南法信,116.61605309814577,40.132359327785245,453.0
奥运村,116.39650723150714,40.02287197979802,565.0
积水潭,116.37757723949535,39.95426294352174,46.0
长辛店,116.2140227552937,39.82831391215139,6.0
四惠,116.50836872513716,39.91453752297453,591.0
垡头,116.5146766264282,39.86653078316548,92.0
回龙观,116.3336447102244,40.08311563688986,420.0
北沙滩,116.37798237528037,40.010423750938465,64.0
团结湖,116.47337397636824,39.93890706605402,264.0
林校路,116.33868994071436,39.71607838912037,35.0
南邵,116.28929536719679,40.211160984939646,21.0
三元桥,116.46097240348074,39.963255815964494,300.0
柳芳,116.43929496023621,39.96397406057137,144.0
苏州街,116.31233022372793,39.98561092072149,250.0
卢沟桥,116.22312707804409,39.85551106891932,303.0
国贸,116.4670349937065,39.916455759475824,729.0
光明,113.94256006193123,22.754465883635362,10.0
小关,116.42255090485241,39.98808621584787,269.0
和平街,116.41517132508795,39.99139471664493,175.0
天桥,116.99339917338078,36.68406787435328,303.0
小营,116.70825553501207,40.00654666390596,63.0
三里屯,116.45834658281404,39.94060167537722,614.0
东单,116.423949656362,39.92315809391276,411.0
法华寺,116.33463185814932,40.326593672342746,147.0
宣武门,116.37524344178046,39.90115194090726,308.0
方庄,116.44246184648108,39.86511164923401,451.0
菜市口,116.37897320625788,39.89012145257792,94.0
甘家口,116.3319855399475,39.93524372741382,61.0
二外,116.56806471949724,39.91812146148399,416.0
木樨地,116.3443408339317,39.91097968385723,108.0
国展,116.44888742579396,39.96612288096743,65.0
月坛,116.39898727335908,39.938559024878884,303.0
安华,116.40349155684723,39.97427970489254,251.0
北太平庄,116.33898276675129,39.95769675189741,324.0
展览路,116.34321974865526,39.952212338430854,192.0
六里桥,116.31806327147572,39.89060664873368,238.0
花市,116.43593511796776,39.903313405214426,174.0
马池口,116.19845512080576,40.197200242050144,179.0
陶然亭,116.38678217605612,39.88478305292816,95.0
万寿路,116.30131575132758,39.916633467892005,269.0
建国门,116.44661561115922,39.91460462411962,804.0
龙潭湖,116.44833227298878,39.886063089042906,388.0
李桥,116.70513266573721,40.08785677292397,47.0
后沙峪,116.5581609012497,40.111603674112104,335.0
梨园,116.4133836971231,39.91092454729957,249.0
万寿寺,116.31983056809194,39.95494254711275,276.0
军博,116.3291621657296,39.91274167801982,14.0
簋街,116.43206681232307,39.947034203823954,3.0
宋庄,115.6829724750961,40.00362357320572,162.0
东辛房,116.08410532091312,39.94396435315889,81.0
知春路,116.81447540054779,40.34327620971404,397.0
兴谷,117.12273333799372,40.160644616791494,7.0
东四,116.43043084078596,39.93757214936878,1119.0
美术馆,116.41624659678341,39.93393322018277,229.0
定慧寺,116.28534300261394,39.93030204941738,81.0
北大地,116.6018536727801,40.581310786314184,75.0
