district,longitude,latitude,num
西城区马连道北街,116.3384493421598,39.893757229347685,23.0
东城区钱粮胡同,116.41952917040508,39.93410221410411,6.0
朝阳区司辛庄路,116.61500052303732,39.904892814088015,1.0
东城区故宫东门外,116.40807842245918,39.92028355662666,23.0
顺义区永业东大街,116.66142426369095,40.136350762230755,3.0
昌平区定泗桥,116.29043134278535,40.11598739370904,1.0
西城区前章胡同,116.37399937847971,39.948080243159794,2.0
通州区科创九街,116.56905759322146,39.80274310116368,2.0
丰台区京开东路,116.2924018873114,39.864937197557296,24.0
东城区兴旺胡同,116.42234974729958,39.89596736997314,6.0
昌平区北清路东延辅路,116.47096529590598,40.109925827724744,1.0
海淀区海淀北路,116.36543544308678,39.97917413461376,1.0
海淀区西八里庄路,116.2884051464364,39.93639653792869,3.0
东城区光明路辅路,116.44451169611244,39.89037464148216,1.0
东城区刚察胡同,116.41696964648159,39.93677939013124,1.0
朝阳区新东路辅路,116.4569626093284,39.95215097536553,5.0
朝阳区东外斜街,116.45139350592942,39.95471295150952,1.0
海淀区师大北路,116.36476501432873,39.970818407754095,1.0
海淀区福东巷,116.30543405449741,39.96548984110075,1.0
西城区红居街,116.34657050725836,39.893624881289256,5.0
朝阳区驹子房路,116.56365954875092,39.972185991488686,3.0
朝阳区国际大道,116.48345099959604,39.982071881359154,2.0
海淀区大有庄街,116.2897566380931,40.00966832031764,1.0
东城区沙土山四巷,116.42860215576776,39.89583262243376,2.0
西城区滨河路,116.53487053429251,40.074800767272784,16.0
朝阳区东二环,116.45959926984767,39.88716842956614,3.0
延庆区X015(永偏路),116.29898711976765,40.5036459049744,3.0
西城区南营房路,116.37251358116622,39.91812360584147,1.0
朝阳区航平北路,116.60126146217772,40.07758076061895,2.0
石景山区莲石东路辅路,116.25839104178787,39.903066021635034,13.0
通州区通朝大街,116.64798864953433,39.8985613423776,5.0
房山区明源路,116.16245644645993,39.754746098867955,1.0
海淀区高梁桥斜街辅路,116.35313019819401,39.95105624294776,4.0
海淀区苏州街,116.31233022372793,39.98561092072149,28.0
东城区门楼胡同,116.42899674275115,39.941905519904594,5.0
大兴区吴庄路,116.34862521223101,39.732555236554475,1.0
东城区礼士胡同,116.42895741493594,39.92809646802803,3.0
东城区丹陛桥,116.41940309681999,39.887666276142944,1.0
东城区东直门外小街,116.4536802153678,39.950964008183156,12.0
东城区夕照寺大街,116.44679787734721,39.8976403835355,9.0
朝阳区古家具街,116.54267963075183,39.908752585782345,2.0
朝阳区北杨庄路,116.48847844992504,39.87474181703098,1.0
朝阳区苇沟环岛,116.55905597285984,40.035498079742,2.0
石景山区西井中街,116.20106073678495,39.9432417845261,1.0
东城区内金水桥,116.40358057892328,39.92076111431792,1.0
密云区复兴路,116.83772606240143,40.38782350198614,1.0
门头沟区X021辅路,116.10760355576534,39.94614672003409,1.0
房山区洪寺街,115.98348423519724,39.710632707264224,1.0
朝阳区团结湖中路北二条,116.476818977999,39.93333106993617,3.0
密云区富民路,116.7959955036135,40.35561640416306,9.0
西城区五道街,116.39158325788814,39.897143103746465,1.0
东城区北极阁三条,116.42634029795128,39.91663174538179,3.0
朝阳区S15(京津高速),116.44955872950158,39.92637452307989,2.0
西城区什刹海茶艺酒吧街,116.39834169262976,39.940133475287006,2.0
朝阳区食品街,116.5905483182759,39.93614931116768,1.0
丰台区顺三条,116.43322350283673,39.8617842417041,3.0
昌平区未来科学城滨河大道,116.4828995181655,40.125613751273775,2.0
昌平区X029(南涧路),116.17470038200165,40.2563688096471,2.0
昌平区桃西路,116.43751482234268,40.23825893865576,1.0
房山区东村路,115.51864868205567,39.781271676102726,6.0
延庆区北科路,115.98163156901516,40.46216897375426,1.0
大兴区东环中路,116.53544211171562,39.799806067281686,5.0
朝阳区华贸桥,116.47274291674749,39.935455342568346,3.0
朝阳区单店西路,116.5412066423766,39.97734567322961,3.0
海淀区成府路,116.3435669194806,39.998612383507954,126.0
朝阳区通惠河北路,116.48906062375995,39.91115421705575,22.0
朝阳区垂杨柳东里,116.46510880840488,39.895115407168014,83.0
东城区小水道子胡同,116.42987204984348,39.95491558433292,1.0
海淀区玲珑四巷,116.30438348620346,39.93704305758629,1.0
海淀区朱房后街,116.33299370822132,40.0366311637254,2.0
石景山区京源路,116.21520672195585,39.907027310129855,14.0
丰台区G106(菜户营南路),116.3546176016778,39.86946648317529,1.0
朝阳区立通路辅路,116.44955872950158,39.92637452307989,1.0
西城区高华里,116.37251358116622,39.91812360584147,1.0
房山区东双路,115.87900815941921,39.56350130417532,1.0
通州区中山大街,116.65630061562149,39.912491096803976,7.0
通州区日新路,116.6573586955461,39.87553993269295,3.0
西城区羊肉胡同,116.375995354933,39.92886537387599,1.0
东城区东大街,116.41893432686923,39.95490383132297,15.0
东城区北极阁胡同,116.42768756128395,39.9167702209252,1.0
丰台区邻枫路,116.29685273868948,39.84083509642221,2.0
昌平区振超路,116.26207544093876,40.21209244963729,1.0
大兴区祥瑞街,116.30507980951614,39.68223937634904,1.0
海淀区小月河西路,116.36810517652005,40.010764069057174,1.0
朝阳区紫芳路,116.44998561505956,39.87159106505843,30.0
东城区东门仓胡同,116.43847352722022,39.93732745623845,6.0
东城区盛芳胡同,116.43655704990627,39.92115397008669,4.0
朝阳区果园路,116.44805388451805,39.8303584448485,4.0
怀柔区三号路辅路,116.67522888558163,40.31262173434897,1.0
东城区柏树胡同,116.4201956636867,39.92392575754439,17.0
东城区东长安街,116.41466423162755,39.91434364124535,28.0
朝阳区东土城路,116.43891817587141,39.958813942977706,13.0
西城区桐梓胡同,116.39504577108652,39.90118208986321,1.0
东城区白桥大街,116.44575801595666,39.902730299352825,18.0
西城区菜市口大街辅路,116.38075999071387,39.885813446451,1.0
西城区群力胡同,116.38031716202964,39.94012460550209,12.0
丰台区顺四条,116.43397226293692,39.86027161096396,2.0
海淀区大慧寺南路,116.33891019534404,39.95495642982911,1.0
朝阳区朝外大街杨家胡同,116.43767890862377,39.92630169290687,6.0
大兴区同兴园路,116.34862521223101,39.732555236554475,6.0
西城区三里河北街,116.3459652101413,39.9218164924308,4.0
延庆区西里南街二巷,116.47168921157072,39.92552642235595,1.0
西城区G107(广安门外大街),116.343897762705,39.89535825834966,1.0
西城区老墙根街,116.37404187461844,39.89949672775611,2.0
朝阳区百子湾南一路,116.49865624596328,39.90479954502339,4.0
通州区新华北路,116.66316119039452,39.92046835807361,3.0
昌平区龙禧三街辅路,116.3340566273177,40.087225353962026,2.0
房山区长阳6号路,116.22379721754776,39.77091381159653,1.0
西城区月坛南小街,116.36502123800936,39.94495614402235,2.0
东城区东花市北街,116.44136082485821,39.904723686883116,9.0
东城区通惠河北路辅路,116.48906062375995,39.91115421705575,1.0
东城区煤渣胡同,116.42091042292331,39.920388907345064,3.0
东城区南纬路,116.39816735937772,39.88700275212479,1.0
海淀区文慧园西路,116.36463374853778,39.958722786493695,8.0
海淀区万泉庄路,116.3045078682793,39.974536857194586,10.0
朝阳区工体西路,116.45029975968285,39.934424315779374,33.0
延庆区新建胡同,116.16815797087077,40.5304535484707,1.0
朝阳区化工路西口,116.52344762842762,39.865751271235546,46.0
石景山区莲石东路,116.25839104178787,39.903066021635034,1.0
朝阳区华威北里,116.4647757194167,39.88467843064159,28.0
东城区同福夹道,116.42230384748123,39.925778376076295,2.0
丰台区市场南街,116.64401944172319,39.919363763875644,1.0
西城区棉花胡同,116.38287231030701,39.94296042396126,6.0
丰台区榴乡路辅路,116.42838370044402,39.84879350354869,19.0
房山区长保路,116.2229304425612,39.75134626445524,5.0
延庆区小吉祥路,116.3316558618253,40.57252967601651,1.0
东城区十字坡街,116.44584814474509,39.942511064505524,1.0
大兴区天华大街,116.3222714662813,39.68124237054014,12.0
通州区中心二路,116.54514264791773,39.757041082815796,3.0
通州区G103(京津公路),116.66341535785385,39.916017122432365,5.0
西城区南头条,116.36190720985728,39.90188762956811,1.0
朝阳区光华东路,116.47320554408512,39.918893218291885,3.0
房山区阳光南大街,116.17307084951841,39.72916844832688,108.0
西城区太平桥大街,116.37156185342752,39.91536704875555,19.0
东城区沙土山街,116.42784756746141,39.896334835724225,5.0
昌平区未来科学城东路桥,116.4828995181655,40.125613751273775,1.0
通州区Y072(小堡路),116.72300724489344,39.95345715015589,21.0
朝阳区奥林匹克路,116.54693307051106,39.97163798563058,1.0
东城区交道口南大街,116.41434299757721,39.94386333004132,13.0
朝阳区溪阳西路,116.44955872950158,39.92637452307989,3.0
西城区南礼士路,116.36004740034979,39.92145863338408,11.0
朝阳区府右街/灵境胡同,116.38360100675364,39.920843357559576,2.0
朝阳区月坛北路,116.45316713290458,39.923639084361184,1.0
顺义区G101辅路,116.66142426369095,40.136350762230755,1.0
朝阳区公园东十巷,116.44955872950158,39.92637452307989,3.0
海淀区东冉北街,116.27617319339191,39.9631600526083,1.0
西城区鼓楼西大街,116.4004999300073,39.947448417781246,14.0
东城区文丞相胡同,116.4171512182794,39.942818017453924,5.0
西城区千竿胡同,116.39550014658974,39.94043895730753,2.0
西城区半步桥,116.37503834695455,39.877888925532865,3.0
昌平区万西路,116.20205563259488,40.274988017026246,5.0
西城区西直门内南小街,116.35920186130545,39.94704316971415,1.0
丰台区大红门东街,116.41411693899563,39.844873674832655,2.0
朝阳区香河园北街,116.44185326785404,39.95568104263249,1.0
朝阳区团结湖南路,116.47609701435215,39.931276085200025,4.0
延庆区庄祥街,115.98163156901516,40.46216897375426,1.0
昌平区太平庄北街辅路,116.43857245940265,40.08547259285047,1.0
东城区长巷三条,116.40922560620561,39.90271655664888,5.0
朝阳区顺源街,116.46558405693494,39.95955946945765,19.0
海淀区半壁店二街,116.26646065762478,39.937989923716714,1.0
朝阳区朝阳北路辅路,116.58262917130688,39.929741704057356,53.0
石景山区体育场南路,116.21001258564964,39.910124048339185,1.0
东城区东营房九条,116.44597476000841,39.936015220528304,2.0
昌平区天桥路,116.31865693733299,40.27269878568561,3.0
通州区Y075(政府路),116.7270719812074,39.851095247399634,4.0
东城区北池子大街,116.40921653062506,39.924409940328026,6.0
朝阳区北辰东路,116.40738854808178,40.00134508200974,26.0
顺义区前俸伯西路,116.66142426369095,40.136350762230755,1.0
丰台区金桥西街,116.42808622028623,39.84277608987128,4.0
朝阳区农光南路,116.44955872950158,39.92637452307989,2.0
昌平区回龙观西大街辅路,116.34622291872091,40.084339835469024,4.0
通州区顺塔路,116.71679655642805,39.96846874883562,2.0
平谷区峪达路,117.00857257661428,40.183232334384414,1.0
西城区大力胡同,116.40041241169472,39.89998519957753,2.0
海淀区长春桥,116.30044806905244,39.963197816717155,7.0
西城区阜外大街,116.35034974411515,39.92883136918272,6.0
海淀区杏石口路,116.24908574473896,39.955073490110564,3.0
丰台区丰体南路,116.28120296853555,39.871682848251254,1.0
海淀区南沙河西路,116.19867073928071,40.10800705029864,1.0
石景山区北辛安路辅路,116.17421850846844,39.919704731075356,2.0
朝阳区劲松西街,116.46061592621031,39.8916929061825,14.0
西城区新街口南大街,117.10343508563814,40.15655136467106,3.0
昌平区黄平路,116.374856358343,40.08177852406101,17.0
朝阳区东直门外斜街,116.45139350592942,39.95471295150952,5.0
丰台区太平桥路,116.32446549574362,39.88242713207476,19.0
顺义区裕华路,116.55791292042043,40.11001129594685,34.0
西城区北线阁路,116.37251358116622,39.91812360584147,2.0
西城区宣武区鸭子桥路,116.35362918444716,39.88313021889804,1.0
西城区百万庄北二巷,116.34575279053229,39.93541889778317,1.0
丰台区右外西头条,116.36899204390598,39.874314102699906,1.0
东城区南竹杆胡同,116.4349131346535,39.928052240563495,5.0
大兴区金苑路,116.36326987194302,39.76503097076064,2.0
通州区耿庄桥,116.69399640916052,39.92941802694492,1.0
东城区府学胡同,116.41760034318692,39.94581952850877,14.0
延庆区滨河北路,116.07103299677591,40.48475365622319,33.0
海淀区罗庄东路,116.3550580040388,39.97960526161639,2.0
东城区西扬威胡同,116.4170800356525,39.93739833511666,1.0
朝阳区鼓楼外大街辅路,116.40154255099242,39.9654282938682,7.0
昌平区老牛湾南街,116.26160698629327,40.11967904170356,2.0
昌平区香堂南路,116.23761791731043,40.22641337159427,5.0
丰台区戏曲学院路,116.33931598240055,39.86949508542392,2.0
丰台区菜户营东街,116.33448789840321,39.83692594937457,1.0
朝阳区G1辅路,116.55259466703856,39.87619745583171,5.0
海淀区门头沟路,116.24586295604391,40.23317090804019,2.0
东城区崇文门西大街,116.42403391741884,39.906922911215744,2.0
海淀区上地信息路,116.30782022342352,40.04550666542843,1.0
西城区陶然亭路,116.3867453590048,39.88499582288424,2.0
昌平区百沙路,116.31135141207815,40.16766541455284,1.0
朝阳区立水桥东二路,116.4221296893988,40.05314901246911,4.0
东城区鼓楼东大街,116.41893432686923,39.95490383132297,36.0
东城区灯市口大街,116.42015492643009,39.924916045117335,7.0
大兴区三台山路,116.47301466943544,39.82022345588571,2.0
西城区西顺城街,115.9723050081765,40.465832295579574,2.0
大兴区南场西街,116.4322762297951,39.818004475584274,2.0
顺义区X202,116.66142426369095,40.136350762230755,1.0
顺义区S332(龙塘路),116.87759691498705,40.081443451837934,1.0
西城区北滨河路,116.36025723643219,39.95105227974592,1.0
顺义区河西和路,116.60888587780384,40.13295633072791,1.0
西城区车站西街,116.3478644372946,39.888096937709044,1.0
丰台区莲怡园北路,116.30563796535664,39.892891343583344,1.0
朝阳区秀水北街,116.44729289578493,39.917590077096314,42.0
昌平区立水桥东一路辅路,116.41793267580186,40.06040300292367,3.0
东城区台基厂头条,116.4189401865161,39.91200377702783,3.0
西城区永安路,116.40158653831831,39.89266250533258,6.0
西城区腊竹胡同,116.39240255832682,39.893784349067566,5.0
大兴区凤渠路,116.44798318338286,39.801818471215185,1.0
通州区小堡村西街,116.72106312582059,39.95620982024597,1.0
西城区八道湾,116.39341436563627,39.951966068068174,2.0
石景山区永引渠南路,116.19760094994379,39.94650418707276,10.0
丰台区丰台西路,116.2630494852812,39.85695195781972,1.0
海淀区永定路,116.27109668839563,39.91668069734693,47.0
海淀区中关村南二条,116.34392132525852,39.99436545793347,16.0
东城区鼓楼大街,116.40130418293043,39.95960487284011,1.0
朝阳区慧忠北路,116.41326462942268,40.005072834089226,3.0
海淀区玲珑路,116.30050306601065,39.93861024561521,5.0
西城区校场五条,116.38007902034066,39.90052030156525,1.0
东城区崇文区天坛东路,116.42773522627265,39.882989792825924,4.0
通州区群芳中三街,116.68574341683008,39.87216605020247,11.0
朝阳区曙光南路,116.44955872950158,39.92637452307989,1.0
海淀区黑龙潭路,116.22884226927494,40.046827761977255,4.0
东城区香乐胡同,116.42763556286951,39.89727800126156,17.0
西城区白云路,116.34909601055556,39.908172834427006,15.0
昌平区育知东路辅路,116.34037266007023,40.08433987010867,7.0
大兴区兴业大街,116.32953219483696,39.749328834453976,20.0
平谷区西魏路,117.00106754309552,40.14307931422755,1.0
通州区柴房路,116.59383584156092,39.730866756106956,1.0
延庆区S217(康张路),115.89245846087091,40.44261386808361,7.0
房山区西潞南大街,116.1424759930526,39.729329608594796,1.0
怀柔区怀耿路辅路,116.69781924617355,40.29596050658003,1.0
朝阳区望京西路辅路,116.4640376689148,39.99621082341541,6.0
通州区次渠中路,116.66341535785385,39.916017122432365,5.0
东城区香椿胡同,116.41786078800514,39.896141694073016,7.0
西城区大四条胡同,116.85437534655392,40.3769860026615,1.0
怀柔区Y353,116.6383858714293,40.32261840426579,3.0
东城区北岗子街,116.43296872273308,39.89476760313134,3.0
东城区东四十四条,116.42792004544485,39.933463071934796,5.0
昌平区大将军胡同,116.23464937692215,40.230710864722035,1.0
东城区千福巷,116.40740795148079,39.95388701935778,4.0
朝阳区东直门北桥,116.43901597349398,39.95563116091813,1.0
通州区颐瑞中三街,116.75342287503707,40.1010951381981,1.0
昌平区南环东路,116.25717785504409,40.219266361850536,1.0
东城区禄米仓胡同,116.43698848897488,39.92305577558609,4.0
西城区西直门北顺城街,116.36331794296578,39.93640982265914,1.0
延庆区胡家营村一区东坑街,115.81539699032444,40.468174987906885,1.0
海淀区永泰庄路,116.35793740197809,40.03910575910356,3.0
东城区青年湖街,116.41160415390785,39.965515970183546,1.0
东城区东市场东街,116.40786318306915,39.892982425570615,35.0
海淀区徐庄路,116.29529514969792,39.943495538242566,6.0
大兴区广阳大街,116.36168168846241,39.763721915604656,2.0
房山区长泽南街,116.21526501120378,39.765098147916454,14.0
朝阳区南十里居路,116.50285198845788,39.95755309071982,2.0
石景山区城兴街,116.18553973333607,39.917570497711026,1.0
丰台区西罗园路,116.39917524378704,39.86711097280672,18.0
朝阳区市场街,116.45192369841769,39.92952364442909,7.0
朝阳区惠力路,116.46249915993229,39.90288014990643,2.0
海淀区慈献寺桥,116.34785854441044,39.953367903295714,1.0
延庆区S323辅路,115.98163156901516,40.46216897375426,16.0
丰台区京良路,116.289349190968,39.77945693792132,1.0
海淀区北环西路,116.35728811124703,39.97307777374892,2.0
大兴区永大西路,116.34862521223101,39.732555236554475,1.0
海淀区精工路,116.30543405449741,39.96548984110075,1.0
西城区大会堂西侧路,116.28477141081798,39.82602102148001,2.0
顺义区张家庄西南路,117.01455229186865,40.58818048482826,1.0
朝阳区吉市口路,116.44399663558048,39.93400095321051,7.0
延庆区世园村南一街,115.97227401034829,40.44943101599007,1.0
西城区正觉夹道,116.38067762508163,39.94716195632528,1.0
通州区新城南街,116.65926412999045,39.909201757699286,4.0
朝阳区三里屯西六街,116.45834658281404,39.94060167537722,2.0
大兴区隆源大街,116.32521089977443,39.63601401097825,3.0
通州区新华大街,116.73140603580137,39.841199640490366,9.0
西城区大外廊营胡同,116.39523702122787,39.899154676347706,1.0
朝阳区百湾子路,116.48011315413466,39.906514377144106,1.0
延庆区鸿川北路,115.98163156901516,40.46216897375426,1.0
海淀区彰化路,116.29335276165982,39.9482806304873,1.0
顺义区X004(木北路),116.83007238447331,40.151692898921866,1.0
石景山区苹果园南路,116.1998218108934,39.93544338715956,2.0
西城区云居胡同,116.40394816374132,39.899469210870386,1.0
大兴区黄徐路,116.49020634775994,39.62754097882094,6.0
密云区X002,116.84954704426832,40.38217565813752,27.0
密云区X023辅路,116.84954704426832,40.38217565813752,1.0
海淀区S50(箭亭桥),116.33557951656401,40.02682720033717,1.0
朝阳区利泽西二路,116.46931927682176,40.01424739509567,13.0
海淀区苏家坨东路,116.18219197237845,40.089696447905006,1.0
石景山区北辛安路,116.17421850846844,39.919704731075356,2.0
大兴区景明路,116.35019131805709,39.77112753246619,16.0
朝阳区顾家庄桥,116.44697195188722,40.025610032423955,1.0
昌平区象房路,116.41071978291292,40.24395638594497,2.0
东城区德华里,116.42879484948608,39.936958606521685,1.0
平谷区鲁各庄路,117.07855805333664,40.155881299218,3.0
朝阳区来广营村一号路,116.46373030739643,40.03336209336236,4.0
朝阳区杨庄南街,116.64583462071803,39.905280388702394,1.0
朝阳区金海湾花园中街,116.44955872950158,39.92637452307989,1.0
朝阳区东苇路,116.57228253964635,40.00872919996671,1.0
延庆区立水桥西街,116.41548357608322,40.06578154115875,1.0
西城区教场口街,116.38793513860192,39.95968690194768,20.0
海淀区教学南路,116.32517111831491,39.96476850238992,6.0
昌平区内环东路,116.29446992852765,40.216910871302325,1.0
大兴区S307(刘田路),116.38145655836563,39.560166132482856,2.0
东城区五老胡同,116.42172193146,39.901533798050046,6.0
朝阳区安东门外大街,116.4134203479879,39.971697703819494,1.0
丰台区于家胡同,116.33578079089656,39.857523349577654,6.0
